"Step","sunny-valley-620 - test len","sunny-valley-620 - test len__MIN","sunny-valley-620 - test len__MAX","royal-moon-603 - test len","royal-moon-603 - test len__MIN","royal-moon-603 - test len__MAX","sage-plasma-504 - test len","sage-plasma-504 - test len__MIN","sage-plasma-504 - test len__MAX","sleek-frost-502 - test len","sleek-frost-502 - test len__MIN","sleek-frost-502 - test len__MAX","earthy-shadow-459 - test len","earthy-shadow-459 - test len__MIN","earthy-shadow-459 - test len__MAX","ethereal-forest-458 - test len","ethereal-forest-458 - test len__MIN","ethereal-forest-458 - test len__MAX","drawn-monkey-457 - test len","drawn-monkey-457 - test len__MIN","drawn-monkey-457 - test len__MAX","trim-breeze-456 - test len","trim-breeze-456 - test len__MIN","trim-breeze-456 - test len__MAX","curious-resonance-455 - test len","curious-resonance-455 - test len__MIN","curious-resonance-455 - test len__MAX","rose-disco-454 - test len","rose-disco-454 - test len__MIN","rose-disco-454 - test len__MAX","wise-rain-453 - test len","wise-rain-453 - test len__MIN","wise-rain-453 - test len__MAX","vocal-butterfly-452 - test len","vocal-butterfly-452 - test len__MIN","vocal-butterfly-452 - test len__MAX","denim-tree-451 - test len","denim-tree-451 - test len__MIN","denim-tree-451 - test len__MAX","upbeat-hill-263 - test len","upbeat-hill-263 - test len__MIN","upbeat-hill-263 - test len__MAX"
"130103","","","","","","","","","","","","","","","","","","","","","","","","","504.46666666666664","504.46666666666664","504.46666666666664","","","","","","","","","","","","","","",""
"130162","","","","","","","","","","","","","","","","","","","","","","","","","","","","478.7","478.7","478.7","","","","","","","","","","","",""
"130392","","","","","","","","","","","","","","","","","","","417.1","417.1","417.1","465","465","465","","","","","","","","","","","","","","","","","",""
"130597","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.26666666666665","462.26666666666665","462.26666666666665","","","","","","","","",""
"130725","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.7","377.7","377.7","","","","","",""
"130853","","","","","","","","","","","","","439.4","439.4","439.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"130970","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","377.3666666666667","377.3666666666667","377.3666666666667","","",""
"130981","","","","","","","","","","","","","","","","330","330","330","","","","","","","","","","","","","","","","","","","","","","","",""
"131141","521.4","521.4","521.4","611.7666666666667","611.7666666666667","611.7666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"131164","","","","","","","","","","","","","","","","","","","","","","","","","440.96666666666664","440.96666666666664","440.96666666666664","","","","","","","","","","","","","","",""
"131223","","","","","","","","","","","","","","","","","","","","","","","","","","","","491.1666666666667","491.1666666666667","491.1666666666667","","","","","","","","","","","",""
"131303","","","","","","","","","","","","","","","","","","","407.1666666666667","407.1666666666667","407.1666666666667","445.3333333333333","445.3333333333333","445.3333333333333","","","","","","","","","","","","","","","","","",""
"131508","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","418.1","418.1","418.1","","","","","","","","",""
"131790","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","409.1","409.1","409.1","","","","","",""
"131914","","","","","","","","","","","","","334.43333333333334","334.43333333333334","334.43333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"132031","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","381.4","381.4","381.4","","",""
"132042","","","","","","","","","","","","","","","","446.7","446.7","446.7","","","","","","","","","","","","","","","","","","","","","","","",""
"132214","","","","","","","","","","","","","","","","","","","350.96666666666664","350.96666666666664","350.96666666666664","366.1","366.1","366.1","","","","","","","","","","","","","","","","","",""
"132225","","","","","","","","","","","","","","","","","","","","","","","","","339.3666666666667","339.3666666666667","339.3666666666667","","","","","","","","","","","","","","",""
"132284","","","","","","","","","","","","","","","","","","","","","","","","","","","","497","497","497","","","","","","","","","","","",""
"132419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","410","410","410","","","","","","","","",""
"132851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","429.96666666666664","429.96666666666664","429.96666666666664","","","","","",""
"132975","","","","","","","","","","","","","344.43333333333334","344.43333333333334","344.43333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"133092","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","515.5666666666667","515.5666666666667","515.5666666666667","","",""
"133103","","","","","","","","","","","","","","","","366.8666666666667","366.8666666666667","366.8666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"133125","","","","","","","","","","","","","","","","","","","442.2","442.2","442.2","353.03333333333336","353.03333333333336","353.03333333333336","","","","","","","","","","","","","","","","","",""
"133290","","","","","","","","","","","","","","","","","","","","","","","","","340.9","340.9","340.9","","","","","","","","","","","","","","",""
"133348","","","","","","","","","","","","","","","","","","","","","","","","","","","","352.8333333333333","352.8333333333333","352.8333333333333","397.6","397.6","397.6","","","","","","","","",""
"133912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309.73333333333335","309.73333333333335","309.73333333333335","","","","","",""
"134036","","","","","","","","","","","","","","","","","","","418.5","418.5","418.5","387.43333333333334","387.43333333333334","387.43333333333334","","","","","","","","","","","","","","","","","",""
"134040","","","","","","","","","","","","","463.26666666666665","463.26666666666665","463.26666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"134157","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","417.76666666666665","417.76666666666665","417.76666666666665","","",""
"134164","","","","","","","","","","","","","","","","452.1666666666667","452.1666666666667","452.1666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"134351","","","","","","","","","","","","","","","","","","","","","","","","","220.56666666666666","220.56666666666666","220.56666666666666","","","","","","","","","","","","","","",""
"134409","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.7","458.7","458.7","464.76666666666665","464.76666666666665","464.76666666666665","","","","","","","","",""
"134950","","","","","","","","","","","","","","","","","","","386.8","386.8","386.8","","","","","","","","","","","","","","","","","","","","",""
"134965","","","","","","","","","","","","","","","","","","","","","","381.73333333333335","381.73333333333335","381.73333333333335","","","","","","","","","","","","","","","","","",""
"134973","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","251.43333333333334","251.43333333333334","251.43333333333334","","","","","",""
"135101","","","","","","","","","","","","","444.93333333333334","444.93333333333334","444.93333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135218","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","448.1","448.1","448.1","","",""
"135225","","","","","","","","","","","","","","","","485.46666666666664","485.46666666666664","485.46666666666664","","","","","","","","","","","","","","","","","","","","","","","",""
"135263","","","","","","","584.2333333333333","584.2333333333333","584.2333333333333","484.3","484.3","484.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135357","614.3666666666667","614.3666666666667","614.3666666666667","387.93333333333334","387.93333333333334","387.93333333333334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"135412","","","","","","","","","","","","","","","","","","","","","","","","","413.26666666666665","413.26666666666665","413.26666666666665","","","","","","","","","","","","","","",""
"135470","","","","","","","","","","","","","","","","","","","","","","","","","","","","444.96666666666664","444.96666666666664","444.96666666666664","386.73333333333335","386.73333333333335","386.73333333333335","","","","","","","","",""
"135861","","","","","","","","","","","","","","","","","","","379.46666666666664","379.46666666666664","379.46666666666664","","","","","","","","","","","","","","","","","","","","",""
"136026","","","","","","","","","","","","","","","","","","","","","","286.1","286.1","286.1","","","","","","","","","","","","","","","","","",""
"136034","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","546.2666666666667","546.2666666666667","546.2666666666667","","","","","",""
"136162","","","","","","","","","","","","","307.6666666666667","307.6666666666667","307.6666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"136279","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","464.8","464.8","464.8","","",""
"136290","","","","","","","","","","","","","","","","400.93333333333334","400.93333333333334","400.93333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"136473","","","","","","","","","","","","","","","","","","","","","","","","","485.1","485.1","485.1","","","","","","","","","","","","","","",""
"136531","","","","","","","","","","","","","","","","","","","","","","","","","","","","422.93333333333334","422.93333333333334","422.93333333333334","364.8","364.8","364.8","","","","","","","","",""
"136772","","","","","","","","","","","","","","","","","","","527.5333333333333","527.5333333333333","527.5333333333333","","","","","","","","","","","","","","","","","","","","",""
"137087","","","","","","","","","","","","","","","","","","","","","","415.93333333333334","415.93333333333334","415.93333333333334","","","","","","","","","","","","","","","","","",""
"137098","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.8333333333333","488.8333333333333","488.8333333333333","","","","","",""
"137223","","","","","","","","","","","","","615.0666666666667","615.0666666666667","615.0666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"137340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","447.8666666666667","447.8666666666667","447.8666666666667","","",""
"137351","","","","","","","","","","","","","","","","394.56666666666666","394.56666666666666","394.56666666666666","","","","","","","","","","","","","","","","","","","","","","","",""
"137534","","","","","","","","","","","","","","","","","","","","","","","","","399.1666666666667","399.1666666666667","399.1666666666667","","","","","","","","","","","","","","",""
"137592","","","","","","","","","","","","","","","","","","","","","","","","","","","","483.53333333333336","483.53333333333336","483.53333333333336","403.23333333333335","403.23333333333335","403.23333333333335","","","","","","","","",""
"137683","","","","","","","","","","","","","","","","","","","468.1","468.1","468.1","","","","","","","","","","","","","","","","","","","","",""
"138148","","","","","","","","","","","","","","","","","","","","","","451.1333333333333","451.1333333333333","451.1333333333333","","","","","","","","","","","","","","","","","",""
"138159","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","533.6","533.6","533.6","","","","","",""
"138284","","","","","","","","","","","","","397.7","397.7","397.7","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"138401","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","513.9333333333333","513.9333333333333","513.9333333333333","","",""
"138412","","","","","","","","","","","","","","","","499","499","499","","","","","","","","","","","","","","","","","","","","","","","",""
"138594","","","","","","","","","","","","","","","","","","","552.4666666666667","552.4666666666667","552.4666666666667","","","","","","","","","","","","","","","","","","","","",""
"138598","","","","","","","","","","","","","","","","","","","","","","","","","288.3333333333333","288.3333333333333","288.3333333333333","","","","","","","","","","","","","","",""
"138657","","","","","","","","","","","","","","","","","","","","","","","","","","","","337.06666666666666","337.06666666666666","337.06666666666666","431.4","431.4","431.4","","","","","","","","",""
"139209","","","","","","","","","","","","","","","","","","","","","","265.1666666666667","265.1666666666667","265.1666666666667","","","","","","","","","","","","","","","","","",""
"139220","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","419.23333333333335","419.23333333333335","419.23333333333335","","","","","",""
"139348","","","","","","","","","","","","","448.8333333333333","448.8333333333333","448.8333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139465","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.1333333333333","414.1333333333333","414.1333333333333","","",""
"139473","","","","","","","","","","","","","","","","546.9333333333333","546.9333333333333","546.9333333333333","","","","","","","","","","","","","","","","","","","","","","","",""
"139524","","","","","","","","","","","","","","","","","","","349.6333333333333","349.6333333333333","349.6333333333333","","","","","","","","","","","","","","","","","","","","",""
"139573","473.3","473.3","473.3","580.5666666666667","580.5666666666667","580.5666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"139659","","","","","","","","","","","","","","","","","","","","","","","","","480.8666666666667","480.8666666666667","480.8666666666667","","","","","","","","","","","","","","",""
"139718","","","","","","","","","","","","","","","","","","","","","","","","","","","","488.5","488.5","488.5","315.1666666666667","315.1666666666667","315.1666666666667","","","","","","","","",""
"140274","","","","","","","","","","","","","","","","","","","","","","495.8666666666667","495.8666666666667","495.8666666666667","","","","","","","","","","","","","","","","","",""
"140281","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","313.8333333333333","313.8333333333333","313.8333333333333","","","","","",""
"140409","","","","","","","","","","","","","342.76666666666665","342.76666666666665","342.76666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"140526","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","328.56666666666666","328.56666666666666","328.56666666666666","","",""
"140534","","","","","","","","","","","","","","","","410.7","410.7","410.7","","","","","","","","","","","","","","","","","","","","","","","",""
"140585","","","","","","","","","","","","","","","","","","","435.43333333333334","435.43333333333334","435.43333333333334","","","","","","","","","","","","","","","","","","","","",""
"140720","","","","","","","","","","","","","","","","","","","","","","","","","396.23333333333335","396.23333333333335","396.23333333333335","","","","","","","","","","","","","","",""
"140779","","","","","","","","","","","","","","","","","","","","","","","","","","","","373.1333333333333","373.1333333333333","373.1333333333333","565.4","565.4","565.4","","","","","","","","",""
"140879","","","","","","","484.1333333333333","484.1333333333333","484.1333333333333","581.5666666666667","581.5666666666667","581.5666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141335","","","","","","","","","","","","","","","","","","","","","","404.6333333333333","404.6333333333333","404.6333333333333","","","","","","","","","","","","","","","","","",""
"141342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","404","404","404","","","","","",""
"141470","","","","","","","","","","","","","489.1666666666667","489.1666666666667","489.1666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"141587","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","241.43333333333334","241.43333333333334","241.43333333333334","","",""
"141598","","","","","","","","","","","","","","","","439.96666666666664","439.96666666666664","439.96666666666664","","","","","","","","","","","","","","","","","","","","","","","",""
"141646","","","","","","","","","","","","","","","","","","","350.5","350.5","350.5","","","","","","","","","","","","","","","","","","","","",""
"141781","","","","","","","","","","","","","","","","","","","","","","","","","408.3","408.3","408.3","","","","","","","","","","","","","","",""
"141840","","","","","","","","","","","","","","","","","","","","","","","","","","","","517.9","517.9","517.9","277.03333333333336","277.03333333333336","277.03333333333336","","","","","","","","",""
"142396","","","","","","","","","","","","","","","","","","","","","","219.06666666666666","219.06666666666666","219.06666666666666","","","","","","","","","","","","","","","","","",""
"142407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","519.1333333333333","519.1333333333333","519.1333333333333","","","","","",""
"142531","","","","","","","","","","","","","462.76666666666665","462.76666666666665","462.76666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"142648","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","468.96666666666664","468.96666666666664","468.96666666666664","","",""
"142659","","","","","","","","","","","","","","","","343.56666666666666","343.56666666666666","343.56666666666666","","","","","","","","","","","","","","","","","","","","","","","",""
"142707","","","","","","","","","","","","","","","","","","","470.4","470.4","470.4","","","","","","","","","","","","","","","","","","","","",""
"142842","","","","","","","","","","","","","","","","","","","","","","","","","348.93333333333334","348.93333333333334","348.93333333333334","","","","","","","","","","","","","","",""
"142901","","","","","","","","","","","","","","","","","","","","","","","","","","","","553.2333333333333","553.2333333333333","553.2333333333333","451.4","451.4","451.4","","","","","","","","",""
"143457","","","","","","","","","","","","","","","","","","","","","","422.1","422.1","422.1","","","","","","","","","","","","","","","","","",""
"143468","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507.3","507.3","507.3","","","","","",""
"143592","","","","","","","","","","","","","564.2666666666667","564.2666666666667","564.2666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143709","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","322.1666666666667","322.1666666666667","322.1666666666667","","",""
"143720","","","","","","","","","","","","","","","","424.6","424.6","424.6","","","","","","","","","","","","","","","","","","","","","","","",""
"143768","","","","","","","","","","","","","","","","","","","469","469","469","","","","","","","","","","","","","","","","","","","","",""
"143789","676","676","676","486.6","486.6","486.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"143907","","","","","","","","","","","","","","","","","","","","","","","","","478.56666666666666","478.56666666666666","478.56666666666666","","","","","","","","","","","","","","",""
"143965","","","","","","","","","","","","","","","","","","","","","","","","","","","","368.26666666666665","368.26666666666665","368.26666666666665","404.46666666666664","404.46666666666664","404.46666666666664","","","","","","","","",""
"144518","","","","","","","","","","","","","","","","","","","","","","433.23333333333335","433.23333333333335","433.23333333333335","","","","","","","","","","","","","","","","","",""
"144529","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507.6","507.6","507.6","","","","","",""
"144657","","","","","","","","","","","","","314.56666666666666","314.56666666666666","314.56666666666666","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"144774","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","349.6333333333333","349.6333333333333","349.6333333333333","","",""
"144781","","","","","","","","","","","","","","","","551","551","551","","","","","","","","","","","","","","","","","","","","","","","",""
"144968","","","","","","","","","","","","","","","","","","","","","","","","","477.2","477.2","477.2","","","","","","","","","","","","","","",""
"145026","","","","","","","","","","","","","","","","","","","","","","","","","","","","396.6666666666667","396.6666666666667","396.6666666666667","317.8666666666667","317.8666666666667","317.8666666666667","","","","","","","","",""
"145590","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","455.76666666666665","455.76666666666665","455.76666666666665","","","","","",""
"145718","","","","","","","","","","","","","375.73333333333335","375.73333333333335","375.73333333333335","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"145835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","462.8333333333333","462.8333333333333","462.8333333333333","","",""
"145842","","","","","","","","","","","","","","","","267.3666666666667","267.3666666666667","267.3666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"146029","","","","","","","","","","","","","","","","","","","","","","","","","441.8","441.8","441.8","","","","","","","","","","","","","","",""
"146087","","","","","","","","","","","","","","","","","","","","","","","","","","","","356.06666666666666","356.06666666666666","356.06666666666666","311.56666666666666","311.56666666666666","311.56666666666666","","","","","","","","",""
"146491","","","","","","","649.2333333333333","649.2333333333333","649.2333333333333","489.4","489.4","489.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"146651","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","329.06666666666666","329.06666666666666","329.06666666666666","","","","","",""
"146779","","","","","","","","","","","","","532.2333333333333","532.2333333333333","532.2333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"146896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","458.93333333333334","458.93333333333334","458.93333333333334","","",""
"146907","","","","","","","","","","","","","","","","418.96666666666664","418.96666666666664","418.96666666666664","","","","","","","","","","","","","","","","","","","","","","","",""
"147090","","","","","","","","","","","","","","","","","","","","","","","","","513.4333333333333","513.4333333333333","513.4333333333333","","","","","","","","","","","","","","",""
"147148","","","","","","","","","","","","","","","","","","","","","","","","","","","","414.3","414.3","414.3","403.93333333333334","403.93333333333334","403.93333333333334","","","","","","","","",""
"147730","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","413.73333333333335","413.73333333333335","413.73333333333335","","","","","",""
"147840","","","","","","","","","","","","","431.8666666666667","431.8666666666667","431.8666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"147957","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","452.1666666666667","452.1666666666667","452.1666666666667","","",""
"147968","","","","","","","","","","","","","","","","445.73333333333335","445.73333333333335","445.73333333333335","","","","","","","","","","","","","","","","","","","","","","","",""
"148008","455.4","455.4","455.4","453.8","453.8","453.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148151","","","","","","","","","","","","","","","","","","","","","","","","","365.06666666666666","365.06666666666666","365.06666666666666","","","","","","","","","","","","","","",""
"148209","","","","","","","","","","","","","","","","","","","","","","","","","","","","356.3","356.3","356.3","406.06666666666666","406.06666666666666","406.06666666666666","","","","","","","","",""
"148901","","","","","","","","","","","","","459.03333333333336","459.03333333333336","459.03333333333336","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"148941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","307.6","307.6","307.6","","","","","",""
"149018","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","450.1333333333333","450.1333333333333","450.1333333333333","","",""
"149029","","","","","","","","","","","","","","","","463.96666666666664","463.96666666666664","463.96666666666664","","","","","","","","","","","","","","","","","","","","","","","",""
"149215","","","","","","","","","","","","","","","","","","","","","","","","","251.8","251.8","251.8","","","","","","","","","","","","","","",""
"149274","","","","","","","","","","","","","","","","","","","","","","","","","","","","551.1333333333333","551.1333333333333","551.1333333333333","410.4","410.4","410.4","","","","","","","","",""
"149965","","","","","","","","","","","","","342.4","342.4","342.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"150090","","","","","","","","","","","","","","","","392.6666666666667","392.6666666666667","392.6666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"150152","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","389.43333333333334","389.43333333333334","389.43333333333334","","","","","",""
"150276","","","","","","","","","","","","","","","","","","","","","","","","","488.1","488.1","488.1","","","","","","","","","","","","","","",""
"150335","","","","","","","","","","","","","","","","","","","","","","","","","","","","496.1","496.1","496.1","389.1333333333333","389.1333333333333","389.1333333333333","","","","","","","","",""
"151026","","","","","","","","","","","","","525.7666666666667","525.7666666666667","525.7666666666667","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"151151","","","","","","","","","","","","","","","","507.43333333333334","507.43333333333334","507.43333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"151337","","","","","","","","","","","","","","","","","","","","","","","","","411.6333333333333","411.6333333333333","411.6333333333333","","","","","","","","","","","","","","",""
"151363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","507.2","507.2","507.2","","","","","",""
"151396","","","","","","","","","","","","","","","","","","","","","","","","","","","","362.1666666666667","362.1666666666667","362.1666666666667","406.56666666666666","406.56666666666666","406.56666666666666","","","","","","","","",""
"152087","","","","","","","","","","","","","427.4","427.4","427.4","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152103","","","","","","","678.6333333333333","678.6333333333333","678.6333333333333","646.3","646.3","646.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152215","","","","","","","","","","","","","","","","524.2666666666667","524.2666666666667","524.2666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"152224","584.7","584.7","584.7","582","582","582","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"152398","","","","","","","","","","","","","","","","","","","","","","","","","399.4","399.4","399.4","","","","","","","","","","","","","","",""
"152457","","","","","","","","","","","","","","","","","","","","","","","","","","","","425.1333333333333","425.1333333333333","425.1333333333333","387.56666666666666","387.56666666666666","387.56666666666666","","","","","","","","",""
"152574","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","396.06666666666666","396.06666666666666","396.06666666666666","","","","","",""
"153148","","","","","","","","","","","","","448.8","448.8","448.8","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"153276","","","","","","","","","","","","","","","","327.4","327.4","327.4","","","","","","","","","","","","","","","","","","","","","","","",""
"153459","","","","","","","","","","","","","","","","","","","","","","","","","467.7","467.7","467.7","","","","","","","","","","","","","","",""
"153518","","","","","","","","","","","","","","","","","","","","","","","","","","","","451.8","451.8","451.8","481.5","481.5","481.5","","","","","","","","",""
"153789","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","554","554","554","","","","","",""
"154209","","","","","","","","","","","","","338.9","338.9","338.9","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"154337","","","","","","","","","","","","","","","","449.1666666666667","449.1666666666667","449.1666666666667","","","","","","","","","","","","","","","","","","","","","","","",""
"154524","","","","","","","","","","","","","","","","","","","","","","","","","269.23333333333335","269.23333333333335","269.23333333333335","","","","","","","","","","","","","","",""
"155000","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","489.23333333333335","489.23333333333335","489.23333333333335","","","","","",""
"155289","","","","","","","","","","","","","439.23333333333335","439.23333333333335","439.23333333333335","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"155398","","","","","","","","","","","","","","","","241.1","241.1","241.1","","","","","","","","","","","","","","","","","","","","","","","",""
"155585","","","","","","","","","","","","","","","","","","","","","","","","","360.76666666666665","360.76666666666665","360.76666666666665","","","","","","","","","","","","","","",""
"156211","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.06666666666666","265.06666666666666","265.06666666666666","","","","","",""
"156440","417.1333333333333","417.1333333333333","417.1333333333333","291.76666666666665","291.76666666666665","291.76666666666665","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156459","","","","","","","","","","","","","","","","403.93333333333334","403.93333333333334","403.93333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"156500","","","","","","","","","","","","","502.6333333333333","502.6333333333333","502.6333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"156646","","","","","","","","","","","","","","","","","","","","","","","","","499.06666666666666","499.06666666666666","499.06666666666666","","","","","","","","","","","","","","",""
"157422","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","445.6","445.6","445.6","","","","","",""
"157524","","","","","","","","","","","","","","","","428.03333333333336","428.03333333333336","428.03333333333336","","","","","","","","","","","","","","","","","","","","","","","",""
"157707","","","","","","","","","","","","","","","","","","","","","","","","","528.1","528.1","528.1","","","","","","","","","","","","","","",""
"157711","","","","","","","","","","","","","301.46666666666664","301.46666666666664","301.46666666666664","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"157715","","","","","","","551.8333333333334","551.8333333333334","551.8333333333334","518.2333333333333","518.2333333333333","518.2333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"158585","","","","","","","","","","","","","","","","354.43333333333334","354.43333333333334","354.43333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"158633","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","309.93333333333334","309.93333333333334","309.93333333333334","","","","","",""
"158768","","","","","","","","","","","","","","","","","","","","","","","","","320","320","320","","","","","","","","","","","","","","",""
"158922","","","","","","","","","","","","","423.3333333333333","423.3333333333333","423.3333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"159646","","","","","","","","","","","","","","","","446.93333333333334","446.93333333333334","446.93333333333334","","","","","","","","","","","","","","","","","","","","","","","",""
"160133","","","","","","","","","","","","","448.1","448.1","448.1","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160656","483.8666666666667","483.8666666666667","483.8666666666667","613.2333333333333","613.2333333333333","613.2333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"160707","","","","","","","","","","","","","","","","446.26666666666665","446.26666666666665","446.26666666666665","","","","","","","","","","","","","","","","","","","","","","","",""
"161768","","","","","","","","","","","","","","","","365","365","365","","","","","","","","","","","","","","","","","","","","","","","",""
"163327","","","","","","","487.1333333333333","487.1333333333333","487.1333333333333","485.46666666666664","485.46666666666664","485.46666666666664","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"164872","479.7","479.7","479.7","545.6333333333333","545.6333333333333","545.6333333333333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"168942","","","","","","","517.5","517.5","517.5","581.2","581.2","581.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"169092","551.1","551.1","551.1","550.6666666666666","550.6666666666666","550.6666666666666","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"173308","259.1","259.1","259.1","485.6","485.6","485.6","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
